,word,weight
4314,ngerjain,-2
4315,puntung,-3
4316,percuma,-4
4317,percaya diri,-1
4318,pikir,-2
4319,merah,-3
4320,nyali besar,-2
4321,nekat,-4
4322,njir,-3
4323,dipaksa,-4
4324,pembaiatan,-3
4325,satria,-1
4326,masak,-2
4327,labil,-4
4328,goreng,-2
4329,antipati,-3
4330,kontradiksi,-3
4331,apalah,-2
4332,ditinggal,-4
4333,temenin,-3
4334,kerumitan,-5
4335,khilaf,-4
4336,nihh,-3
4337,selidik,-3
4338,mewajibkan,-2
4339,lagian,-3
4340,negasi,-2
4341,meh,-5
4342,kota,-1
4343,varian,-2
4344,semi,-2
4345,memperkeruh,-4
4346,mencolong,-5
4347,kekusutan,-4
4348,rudapaksa,-4
4349,telaah,-2
4350,keruwetan,-4
4351,sedihnya,-5
4352,teledor,-5
4353,hatiku,-2
4354,kot,-1
4355,terserah,-3
4356,terlanjur,-3
4357,cakep,-1
4358,tergeleng-geleng,-3
4359,sepertinya,-2
4360,kagak,-3
4361,tercengang,-2
4362,permenungan,-3
4363,cengang,-3
4364,mencinta,-1
4365,menyesal,-4
4366,lumayan,-2
4367,matanya,-2
4368,berduka,-5
4369,atraktif,-2
4370,pamer,-3
4371,pucat,-4
4372,terpesona,-1
4373,banjir,-4
4374,takjub,-1
4375,terpana,-2
4376,bah,-3
4377,terkesima,-1
4378,menakjubkan,-1
4379,memukau,-1
4380,impas,-3
4381,menakjubi,-1
4382,bandang,-4
4383,terpukau,-1
4384,tiada,-5
4385,rasisme,-5
4386,memesonakan,-1
4387,sirik,-5
4388,mengherankan,-3
4389,bersesal,-4
4390,gapernah,-3
4391,rapi,-2
4392,bertanya-tanya,-3
4393,penasaran,-3
4394,tulus hati,-1
4395,beton,-2
4396,menunggui,-3
4397,umpan,-3
4398,cadas,-3
4399,lembek,-4
4400,hih,-4
4401,menutup,-3
4402,korban,-4
4403,kurban,-3
4404,sikit,-3
4405,mengawal,-2
4406,peduli,-1
4407,bongkah,-2
4408,bodoamat,-4
4409,rela,-3
4410,dengkik,-4
4411,takda,-2
4412,obat,-3
4413,tetua,-2
4414,error,-5
4415,anugerah,-1
4416,dongeng,-1
4417,jir,-3
4418,batas (waktu),-3
4419,impoten,-5
4420,kiri,-3
4421,perih,-4
4422,babi,-4
4423,habitat,-2
4424,kenang-kenangan,-2
4425,reka,-2
4426,memejahijaukan,-4
4427,persembahan,-2
4428,penangguhan,-2
4429,penyudah,-2
4430,gebetan,-2
4431,jutek,-5
4432,ajal,-4
4433,pengakuan,-3
4434,gerombolan,-4
4435,ora,-3
4436,gatel,-3
4437,ketajaman,-2
4438,mencuru,-3
4439,nongol,-2
4440,barzakh,-4
4441,menyidangkan,-3
4442,pantes,-3
4443,ngalah,-3
4444,pejabat,-3
4445,keganjilan,-4
4446,ketidaktentuan,-5
4447,menjaraki,-3
4448,sad,-4
4449,comeback,-2
4450,udahan,-4
4451,ugh,-4
4452,acuh tak acuh,-3
4453,next,-2
4454,penutup,-3
4455,menjenguk,-4
4456,cuek,-5
4457,sangkut-paut,-4
4458,sayup,-3
4459,ish,-4
4460,doh,-4
4461,pantat,-3
4462,tebal telinga,-3
4463,keanehan,-4
4464,mengorek-ngorek,-4
4465,diet,-3
4466,syedih,-5
4467,lugu,-2
4468,interaksi,-2
4469,berhala,-4
4470,kesudahan,-3
4471,iih,-5
4472,tai,-5
4473,kemaknagandaan,-3
4474,masa bodoh,-4
4475,final,-2
4476,dimarahin,-5
4477,nyuruh,-3
4478,dibales,-3
4479,persangkutan,-4
4480,kampret,-5
4481,beristirahat,-2
4482,jin,-3
4483,mikirin,-3
4484,murtad,-5
4485,mogok,-5
4486,setan,-4
4487,nyebut,-3
4488,piye,-3
4489,gusur,-5
4490,drastis,-4
4491,memojokkan,-4
4492,mencengangkan,-3
4493,penunggu,-2
4494,demon,-3
4495,durhaka,-5
4496,super,-2
4497,kesal,-5
4498,iblis,-4
4499,baperan,-4
4500,ngikutin,-2
4501,sebentar,-2
4502,mengerikan,-4
4503,hantu,-4
4504,makhluk halus,-4
4505,got,-3
4506,diam,-3
4507,bunuh,-5
4508,siluman,-5
4509,tumpahan hati,-3
4510,momok,-4
4511,berantem,-4
4512,mangkas,-2
4513,belain,-2
4514,sundal bolong,-5
4515,nahan,-3
4516,sian,-3
4517,jahil,-4
4518,singgah,-2
4519,bersekongkol,-4
4520,life,-2
4521,bidah,-3
4522,menantang,-4
4523,berselingkuh,-5
4524,bergetar,-3
4525,bohong,-5
4526,classy,-2
4527,peristiwa,-2
4528,melumatkan,-4
4529,insiden,-4
4530,oon,-5
4531,orok,-3
4532,selingkuh,-5
4533,nungguin,-2
4534,bijih,-3
4535,pelosot,-3
4536,meremukkan,-4
4537,keburu,-3
4538,gadai,-3
4539,meruntuhkan,-4
4540,anjing,-4
4541,naena,-2
4542,jabang bayi,-3
4543,membinasakan,-5
4544,berdalih,-4
4545,why,-2
4546,modus,-3
4547,waduh,-3
4548,cuti,-2
4549,bobrok,-5
4550,tidurin,-2
4551,cariin,-2
4552,mengandut,-3
4553,berdengung,-3
4554,bakar,-3
4555,mengganyang,-4
4556,merusakkan,-4
4557,menyelusur,-3
4558,berkonspirasi,-4
4559,kurus,-3
4560,berantak,-4
4561,bully,-5
4562,berkomplot,-4
4563,kejadian,-2
4564,ngomongin,-3
4565,stalk,-4
4566,meruntuh,-4
4567,jeriji,-4
4568,memasuki,-3
4569,sange,-5
4570,berkongkalikong,-4
4571,serong,-4
4572,makian,-5
4573,cemong,-4
4574,kerasan,-2
4575,kekurangan,-3
4576,lilit,-3
4577,hinaan,-5
4578,penghinaan,-5
4579,kurung,-3
4580,mengecilkan,-3
4581,cemooh,-5
4582,malu,-4
4583,mengumpat,-4
4584,terabai,-3
4585,mencemooh,-5
4586,merem,-2
4587,lock,-2
4588,melecehkan,-5
4589,kelemahan,-4
4590,kejelekan,-5
4591,ngilang,-3
4592,berkerak,-2
4593,kedaifan,-3
4594,kehinaan keaiban,-4
4595,kontras,-3
4596,mengejek,-4
4597,perang,-3
4598,perundungan,-4
4599,marahin,-4
4600,berkelakar,-4
4601,menyakiti,-5
4602,penyepelean,-4
4603,pait,-4
4604,ngertiin,-3
4605,kecabulan,-5
4606,menjijikkan,-5
4607,tuak,-3
4608,tauu,-3
4609,perbedaan,-2
4610,terhina direndahkan,-3
4611,menista,-4
4612,memburukkan,-5
4613,kroco,-4
4614,mencela,-5
4615,menyindir,-4
4616,kebusukan,-5
4617,kumuh,-4
4618,terpalit-palit,-3
4619,tersinggung,-5
4620,terbesit,-2
4621,bercengkerama,-2
4622,bercumbu-cumbu,-3
4623,cemeeh,-4
4624,sekadar,-3
4625,bernoda,-4
4626,kebejatan,-5
4627,mencibir,-5
4628,terbiar,-3
4629,rasa malu,-4
4630,berolok-olok,-4
4631,disakiti,-5
4632,membenci,-5
4633,berulah,-4
4634,kekejian,-5
4635,menggampangkan,-3
4636,gausa,-3
4637,kebobrokan,-4
4638,nyebelin,-4
4639,bermain-main,-2
4640,bercumbuan,-3
4641,cercaan,-4
4642,mendaifkan,-4
4643,ldr,-2
4644,menangis,-5
4645,genit,-3
4646,mengerik,-3
4647,lemes,-3
4648,jahad,-4
4649,taraf,-2
4650,monyet,-3
4651,astaghfirullah,-3
4652,keletihan,-3
4653,ketiduran,-3
4654,gapaham,-4
4655,capek,-4
4656,kelamaan,-4
4657,punah,-4
4658,lesu,-4
4659,ketinggalan,-3
4660,apasi,-3
4661,mampus,-5
4662,keramat,-3
4663,campur aduk,-2
4664,ricuh,-4
4665,soms,-4
4666,stress,-5
4667,kemayu,-3
4668,mencangkum,-3
4669,berlama-lama,-2
4670,diginiin,-3
4671,sihh,-2
4672,yakali,-3
4673,sakral,-2
4674,ngenes,-4
4675,bertendensi,-3
4676,kalut,-3
4677,mati,-5
4678,lenguh,-4
4679,jahanam,-5
4680,gangerti,-3
4681,gegara,-3
4682,godain,-3
4683,idiot,-5
4684,ambigu,-3
4685,utang,-4
4686,sialan,-5
4687,centil,-3
4688,bacot,-4
4689,mls,-4
4690,kesunyian,-3
4691,kebalik,-3
4692,amoral,-3
4693,membekas,-3
4694,anti,-2
4695,gabole,-2
4696,simpanan,-3
4697,ganggu,-4
4698,sentimen,-3
4699,berperang,-4
4700,santunan,-2
4701,kerelaan,-2
4702,mulut,-1
4703,boro,-2
4704,kasam,-3
4705,kepencet,-2
4706,bantet,-3
4707,sin,-1
4708,kesumat,-4
4709,bokek,-5
4710,muncikari,-5
4711,menipis,-3
4712,asusila,-5
4713,stop,-3
4714,menciut,-3
4715,bengkak hati,-3
4716,kekosongan,-3
4717,dendam,-5
4718,gaenak,-3
4719,susahnya,-3
4720,mucikari,-5
4721,maapkan,-3
4722,vulgar,-3
4723,ndut,-4
4724,menurun,-3
4725,kehilangan,-4
4726,kecoa,-3
4727,pokonya,-2
4728,gituan,-3
4729,ratapan,-3
4730,kesepian,-4
4731,pesan,-3
4732,bergelanggang,-3
4733,bersalah,-4
4734,kampit,-1
4735,menunggunya,-2
4736,mendengu,-3
4737,gaje,-3
4738,sakitnya,-4
4739,kesenjangan,-4
4740,cedih,-3
4741,menjauhkan,-4
4742,jijik,-5
4743,putus,-5
4744,nyakitin,-5
4745,ngadu,-3
4746,najis,-4
4747,kzl,-5
4748,ego,-3
4749,geli,-2
4750,memaklumi,-2
4751,kambing,-3
4752,diblock,-4
4753,crash,-4
4754,menyampah,-4
4755,maruk,-3
4756,perangsang,-3
4757,abaikan,-2
4758,ninggalin,-4
4759,otaknya,-2
4760,mengerti,-2
4761,renggang,-3
4762,tewas,-5
4763,amarah,-5
4764,meradang,-4
4765,melek,-2
4766,kenal,-2
4767,buangan,-4
4768,nyangka,-3
4769,dilupain,-4
4770,kebo,-4
4771,nyasar,-4
4772,terungkap,-3
4773,bocor,-4
4774,terekspos,-4
4775,mengusai,-2
4776,pensiun,-3
4777,dibully,-5
4778,kontol,-5
4779,mimpiin,-2
4780,susila,-2
4781,begadang,-3
4782,eks,-3
4783,mudarat,-5
4784,delete,-3
4785,cerewet,-5
4786,berahi,-5
4787,patah,-4
4788,jerawat,-3
4789,bawel,-4
4790,pudar,-3
4791,teganya,-4
4792,menghilang,-3
4793,hamburan,-3
4794,rongsokan,-3
4795,gairah,-2
4796,mengasihi,-2
4797,mencret,-4
4798,mamam,-3
4799,iluminasi,-3
4800,selingkuhan,-5
4801,jones,-3
4802,banyak bicara,-3
4803,hapus,-3
4804,mantan,-3
4805,iseng,-3
4806,zakar,-3
4807,air liur,-2
4808,berengsek,-5
4809,laporin,-3
4810,pelecehan,-5
4811,berenti,-3
4812,syahwat,-2
4813,tinggikan,-2
4814,penat,-2
4815,nyinyir,-4
4816,bercerai-berai,-5
4817,igau,-3
4818,kenapasih,-3
4819,nyesek,-4
4820,rahasia,-2
4821,anjay,-3
4822,penyumbat,-3
4823,letih,-3
4824,ucek,-3
4825,lelah,-3
4826,gila,-5
4827,tamat,-4
4828,tersingkap,-3
4829,konco,-3
4830,balesnya,-2
4831,pantesan,-2
4832,erotis,-4
4833,curi,-5
4834,beperkara,-4
4835,kutuk,-5
4836,hilang ingatan,-4
4837,anjuran,-2
4838,bersitegang,-4
4839,buah bibir,-2
4840,teriak,-2
4841,cegah,-2
4842,mengerem,-2
4843,tiri,-2
4844,kerut merut,-3
4845,rabies,-4
4846,serapah,-4
4847,berdiam,-3
4848,menangkap,-3
4849,emosi,-4
4850,teriakan,-4
4851,mengutil,-4
4852,keteledoran,-4
4853,menjarah,-4
4854,menjarak,-3
4855,paksa,-4
4856,relung,-2
4857,heula,-2
4858,atut,-2
4859,perpegangan,-2
4860,congkel,-4
4861,keinget,-2
4862,sumpah,-3
4863,membanding,-3
4864,gempal,-2
4865,menghambat,-3
4866,menyakitkan,-4
4867,asam,-2
4868,mengaur,-3
4869,traumatis,-4
4870,pingsan,-3
4871,latihan,-2
4872,mengekang,-4
4873,mencomot,-4
4874,tembak-menembak,-5
4875,ngamen,-3
4876,tenggelem,-3
4877,genangan,-2
4878,menderita,-5
4879,kasihan,-3
4880,nyamuk,-1
4881,berkeras hati,-3
4882,dibuang,-3
4883,bertunas,-2
4884,bad,-4
4885,menanggung,-2
4886,gatal,-3
4887,seram,-4
4888,jleb,-3
4889,mengotot,-4
4890,pemisah,-3
4891,idih,-3
4892,memperbandingkan,-3
4893,badung,-4
4894,blokir,-3
4895,perkutut,-3
4896,ngeri,-4
4897,egois,-5
4898,kubang,-3
4899,abg,-2
4900,meninggi,-2
4901,hama,-3
4902,hambat,-4
4903,digituin,-2
4904,nyariin,-2
4905,ngarep,-2
4906,ngeluh,-4
4907,sisa,-4
4908,dimakan,-2
4909,menggelapkan,-4
4910,bolong,-3
4911,awal,-2
4912,merinding,-3
4913,rinding,-3
4914,tembam,-4
4915,tersentuh,-2
4916,kontaminasi,-4
4917,hate,-5
4918,dalem,-2
4919,salahku,-4
4920,kelembaman,-3
4921,tempik,-4
4922,tendang,-3
4923,penghabisan,-3
4924,desah,-3
4925,cuekin,-3
4926,pikun,-4
4927,kelu,-3
4928,tinggalkan,-3
4929,miris,-4
4930,primitif,-4
4931,typonya,-3
4932,berburu,-3
4933,merampok,-5
4934,ringkus,-5
4935,membesar,-2
4936,diketawain,-4
4937,nyeri,-4
4938,hack,-4
4939,terminasi,-3
4940,sedih,-5
4941,henti,-4
4942,melupai diri,-3
4943,pengeluaran,-3
4944,dikangenin,-2
4945,gapuk,-3
4946,membendung,-3
4947,nyerah,-3
4948,merebut,-3
4949,edan,-3
4950,jerit,-3
4951,merampas,-4
4952,nabrak,-4
4953,menilap,-4
4954,pekik,-5
4955,ngiler,-3
4956,maghrib,-2
4957,mencatut,-3
4958,sebab,-2
4959,mencaplok,-3
4960,rindunya,-2
4961,meramalkan,-2
4962,ingetin,-2
4963,menggemparkan,-2
4964,membopong,-3
4965,seksi,-3
4966,addict,-3
4967,fail,-5
4968,endus,-3
4969,pendek,-2
4970,kepindahan,-3
4971,duet,-2
4972,guram,-2
4973,diusir,-4
4974,tekanan mental,-4
4975,menghirukkan,-4
4976,mewek,-5
4977,trauma,-5
4978,unmood,-3
4979,membekap,-3
4980,ngerasain,-2
4981,ejekan,-4
4982,bajak,-4
4983,memusingkan,-4
4984,week,-4
4985,menggodai,-3
4986,gajih,-2
4987,ketinggian,-2
4988,bermohon,-2
4989,bolos,-3
4990,hiruk-pikuk,-3
4991,pengguguran,-3
4992,olok-olok,-5
4993,terperengah,-3
4994,mantannya,-3
4995,mengumbar,-3
4996,krg,-2
4997,berkabut,-3
4998,layuh,-3
4999,kelainan,-4
5000,unfollow,-2
5001,risiko,-3
5002,kedinginan,-3
5003,ancaman,-4
5004,batuk,-4
5005,sembarangan,-4
5006,ngadepin,-2
5007,dalang,-3
5008,menggegerkan,-3
5009,mengacau,-4
5010,pinggul,-3
5011,tumben,-2
5012,kurusuhan,-4
5013,sindiran,-3
5014,redup,-3
5015,kentut,-2
5016,mainin,-2
5017,musuhan,-4
5018,qada,-2
5019,gabakal,-4
5020,abu-abu,-2
5021,hoax,-5
5022,emergensi,-4
5023,seenaknya,-4
5024,muak,-5
5025,mual,-5
5026,memburu,-4
5027,acak-acakan,-5
5028,close,-2
5029,menegur,-3
5030,menyusahkan,-5
5031,meributkan,-4
5032,tbc,-3
5033,shy,-3
5034,mencemaskan,-3
5035,paranormal,-2
5036,merecoki,-3
5037,demo,-3
5038,lost,-3
5039,gangguin,-3
5040,melankolis,-2
5041,kabut,-2
5042,kabur,-2
5043,protes,-3
5044,melupakanmu,-3
5045,mengusili,-3
5046,jealous,-3
5047,ketularan,-4
5048,grogi,-4
5049,keburukan,-5
5050,batuk kering,-3
5051,berpasrah,-2
5052,tauk,-3
5053,mengganggu,-4
5054,tersengal-sengal,-4
5055,kejut,-3
5056,gelegak,-3
5057,malapateka,-3
5058,debar,-3
5059,menghebohkan,-3
5060,membolos,-3
5061,kegedean,-2
5062,muram,-4
5063,sotoy,-4
5064,ampuni,-2
5065,derai,-3
5066,nyalahin,-4
5067,mafia,-5
5068,sesambat,-3
5069,benci,-5
5070,enek,-4
5071,gaakan,-2
5072,keterlaluan,-5
5073,penutupan,-2
5074,terkapah-kapah,-2
5075,kecelakaan,-5
5076,menjahili,-3
5077,menggerecoki,-4
5078,kolera,-4
5079,ganjal,-3
5080,guncangan,-2
5081,tandanya,-2
5082,sogok,-4
5083,penyimpangan,-4
5084,bhay,-3
5085,bersimbah,-3
5086,saum,-2
5087,cacing karawit,-3
5088,ringkas,-2
5089,yalord,-2
5090,cemeti dewa,-2
5091,nyesal,-4
5092,narkotika,-4
5093,syedi,-4
5094,standar,-2
5095,bangett,-2
5096,beud,-2
5097,gagah,-1
5098,cabean,-3
5099,tiduran,-2
5100,menyunu,-2
5101,senengnya,-1
5102,kuyup,-3
5103,mengalami,-3
5104,berkelir,-3
5105,berhati-hati,-2
5106,menata,-2
5107,gundik,-2
5108,terluka,-5
5109,belia,-2
5110,albumnya,-2
5111,comel,-1
5112,kesibukan,-3
5113,mengasuh,-2
5114,alah,-4
5115,hadeh,-4
5116,seenak,-4
5117,udeh,-3
5118,tergeluncur,-3
5119,remaja,-2
5120,akuan,-3
5121,image,-2
5122,bawain,-3
5123,puasa,-2
5124,berkerut,-2
5125,cacing jantung,-4
5126,cacing ginjal,-4
5127,brutal,-5
5128,hamster,-3
5129,diajarin,-3
5130,luda,-3
5131,giniin,-2
5132,menyuap,-3
5133,tetiba,-3
5134,beginian,-3
5135,menebat,-3
5136,menebak,-2
5137,amatin,-2
5138,diliatin,-3
5139,kemiripan,-2
5140,cacing gilig,-4
5141,memperapikan,-2
5142,senonoh,-5
5143,garuk,-3
5144,bisain,-2
5145,timang,-1
5146,insane,-4
5147,sambel,-2
5148,gjd,-3
5149,kemaluan,-3
5150,kualat,-4
5151,terselulur,-2
5152,penyakit,-4
5153,memangnya,-2
5154,gersang,-3
5155,ditolak,-4
5156,menjilat-jilat,-2
5157,jahatin,-3
5158,cacing hati,-2
5159,babu,-5
5160,mengabaikan,-3
5161,menyedihkan,-4
5162,menimpa,-3
5163,guncang,-3
5164,kontroversi,-4
5165,mblo,-3
5166,bagaimana pun,-2
5167,gakuat,-3
5168,poor,-4
5169,mata-mata,-3
5170,kenapaaa,-3
5171,pikulan,-2
5172,lau,-2
5173,tergelicik,-3
5174,menjilat,-3
5175,selir,-4
5176,yaoi,-5
5177,ngidam,-2
5178,napsu,-3
5179,zalim,-5
5180,tergelingsir,-3
5181,bau kencur,-4
5182,alergi,-3
5183,kodok,-2
5184,drop,-3
5185,sedikit-dikitnya,-3
5186,xx,-1
5187,belikan,-1
5188,menyundut,-3
5189,pengangguran,-4
5190,pataka,-3
5191,menyepelekan,-4
5192,berkurang,-3
5193,siapanya,-2
5194,mahh,-3
5195,gamungkin,-3
5196,matiin,-2
5197,perbantahan,-3
5198,nape,-3
5199,selagi,-2
5200,lagak,-2
5201,cacing gila,-4
5202,eek,-5
5203,malesin,-4
5204,anak bawang,-2
5205,dinistain,-4
5206,yahhh,-3
5207,meloloh,-3
5208,persekongkolan,-3
5209,bokep,-5
5210,jahatnya,-4
5211,seksologis,-2
5212,claim,-3
5213,candu,-3
5214,mumpung,-3
5215,cemberut,-4
5216,lepek,-4
5217,jangann,-3
5218,gilak,-4
5219,tergulir,-3
5220,boros,-5
5221,pengganti,-3
5222,berair,-1
5223,jujur,-1
5224,akumah,-3
5225,goodbye,-3
5226,meski,-2
5227,meskipun,-2
5228,semena,-3
5229,memanas-manasi,-3
5230,curcol,-3
5231,merajam,-5
5232,kenyataannya,-2
5233,keparat,-5
5234,linggis,-4
5235,menghanguskan,-3
5236,kepleset,-4
5237,badmood,-4
5238,die,-4
5239,malak,-4
5240,indikasi,-2
5241,kesiannya,-4
5242,denyut,-2
5243,terpeleset,-4
5244,terselusur,-3
5245,ihhhh,-3
5246,bobroq,-4
5247,tuyul,-4
5248,meremehkan,-5
5249,digantung,-3
5250,ketaatan,-1
5251,intrik,-3
5252,pdhal,-2
5253,kerat,-1
5254,raiso,-3
5255,excited,-1
5256,terguling,-3
5257,ketewasan,-3
5258,dibalik,-3
5259,gangsar,-3
5260,berkemas-kemas,-2
5261,mencari,-3
5262,menyusut,-2
5263,becek,-4
5264,yaudh,-3
5265,jaat,-3
5266,luluh,-3
5267,tersohor,-1
5268,rentan,-4
5269,iyasih,-2
5270,rusak binasa,-4
5271,menyebelahkan,-5
5272,anjer,-3
5273,alat vital,-2
5274,gibah,-3
5275,aurat,-2
5276,rasain,-3
5277,alat kelamin,-3
5278,perkomplotan,-4
5279,alangkah,-2
5280,pgen,-1
5281,kutu busuk,-4
5282,makelar,-3
5283,manuver,-3
5284,getir,-4
5285,memek,-5
5286,kalah,-4
5287,tekanan,-3
5288,mengawasi,-2
5289,ngesot,-2
5290,mengidamkan,-2
5291,sudahlah,-3
5292,mengesampingkan,-4
5293,tergelecik,-4
5294,dilarang,-3
5295,mainstream,-3
5296,iyak,-2
5297,pahit,-3
5298,cacing tambang,-2
5299,seperti,-1
5300,bertolak,-2
5301,bini gelap,-5
5302,nyolong,-4
5303,perebutan,-3
5304,ulah,-3
5305,mengompori,-4
5306,yaahh,-3
5307,jangankan,-3
5308,lieur,-3
5309,kena,-3
5310,menghempaskan,-4
5311,mengharap,-3
5312,dahh,-3
5313,karin,-2
5314,gblk,-4
5315,tembakau,-3
5316,kerjain,-3
5317,suspend,-3
5318,mayat,-4
5319,eksplisit,-2
5320,buah simalakama,-3
5321,biarkan,-3
5322,salah langkah,-3
5323,mumet,-4
5324,debu,-3
5325,itunya,-2
5326,melipur,-3
5327,lap kaki,-2
5328,pedes,-2
5329,jera,-3
5330,begak,-3
5331,tercela,-4
5332,alone,-3
5333,muntahan,-4
5334,bercelah,-3
5335,menghisap,-1
5336,segitunya,-3
5337,dingin,-2
5338,membidikkan,-2
5339,stalking,-4
5340,naudzubillah,-5
5341,keling,-3
5342,susuk,-4
5343,kencing,-3
5344,awan kelabu,-3
5345,gemuruh,-3
5346,fresh,-2
5347,semata-mata,-2
5348,ngeden,-2
5349,sensi,-4
5350,menjambret,-5
5351,bermutu,-1
5352,jauhin,-3
5353,rupawan,-1
5354,lucunya,-2
5355,kejedot,-4
5356,sukar,-4
5357,umpatan,-4
5358,tersangkut,-3
5359,nyontek,-5
5360,teguran,-3
5361,rombak,-2
5362,kecemerlangan,-1
5363,tersiksa,-5
5364,dibeliin,-1
5365,sedihhh,-5
5366,bersedih,-5
5367,bongkar,-3
5368,ngarti,-3
5369,mencucut,-3
5370,hutang,-5
5371,gbs,-2
5372,disalahin,-3
5373,incess,-3
5374,kabeh,-2
5375,irit,-2
5376,kabar angin,-3
5377,angkot,-1
5378,problem,-4
5379,yampun,-3
5380,kesurupan,-5
5381,komat-kamit,-3
5382,manis,-2
5383,teror,-5
5384,pundung,-4
5385,jadul,-3
5386,tersungkap,-3
5387,lengket,-2
5388,injek,-3
5389,melarat,-4
5390,tanah tandus,-3
5391,dobrak,-4
5392,menyayat,-4
5393,kesedihan,-5
5394,meretek,-3
5395,coplok,-3
5396,mengempaskan,-3
5397,terror,-5
5398,menyandingkan,-2
5399,ketakutan,-4
5400,kejepit,-4
5401,muskil,-2
5402,aahh,-3
5403,kedukaan,-4
5404,kurungan,-4
5405,memungut,-2
5406,astagfirulloh,-4
5407,peles,-1
5408,muntah,-3
5409,rapet,-2
5410,kedaluwarsa,-3
5411,kocak,-2
5412,eror,-4
5413,kenceng,-2
5414,sehat,-1
5415,melar,-2
5416,death,-3
5417,inkarnasi,-1
5418,menghidu,-1
5419,geledek,-2
5420,terpacul,-4
5421,pembesar,-2
5422,menembok,-1
5423,najisin,-4
5424,jiji,-4
5425,yaudahlah,-3
5426,nusuk,-3
5427,jigong,-4
5428,dahlah,-3
5429,uler,-3
5430,lebay,-4
5431,menggelikan,-3
5432,kerasukan,-5
5433,berseteru,-4
5434,emmm,-2
5435,keladi,-3
5436,lengket-lengket,-3
5437,idk,-3
5438,politik,-1
5439,geledah,-3
5440,ngelupain,-4
5441,ngespam,-3
5442,potongan,-2
5443,menenangkan,-1
5444,kepanikan,-4
5445,ngilu,-4
5446,tilam,-4
5447,bencong,-5
5448,pusink,-3
5449,fitnah,-5
5450,sesak,-3
5451,harmonis,-1
5452,bedah,-3
5453,jatah,-1
5454,berlutut,-2
5455,menunggangkan,-1
5456,menusuk,-4
5457,pecat,-5
5458,kumat,-4
5459,better,-1
5460,keceriaan,-1
5461,menyodok,-3
5462,sotau,-4
5463,pitnah,-3
5464,yelah,-3
5465,diduain,-3
5466,nyet,-4
5467,pendek tali,-4
5468,gemetar,-3
5469,bau,-4
5470,pojok,-3
5471,ngomel,-4
5472,numpuk,-3
5473,hambar,-3
5474,down,-3
5475,mesiu,-1
5476,neraka,-5
5477,nganggur,-3
5478,penertiban,-2
5479,blur,-4
5480,terlangah,-3
5481,mupeng,-2
5482,biadab,-5
5483,berlangau,-4
5484,bertekuk lutut,-3
5485,guntur,-3
5486,delay,-3
5487,bangsat,-5
5488,keretakan,-4
5489,mengap,-3
5490,sendirian,-3
5491,sahara,-2
5492,mencair,-1
5493,belaka,-1
5494,menggigil,-4
5495,masalah,-4
5496,bertumpuk,-4
5497,menyogok,-5
5498,binasa,-5
5499,mencelampakkan,-3
5500,mencuri,-5
5501,berkecamuk,-4
5502,cucok,-1
5503,diancurin,-3
5504,tersapu,-3
5505,kapok,-3
5506,gabaik,-3
5507,mencocok,-3
5508,bercekak,-3
5509,bogum,-3
5510,majikan,-3
5511,menyukai,-1
5512,igauan,-3
5513,stres,-4
5514,bualan,-4
5515,menghempas,-4
5516,dipamerin,-3
5517,teraniaya,-4
5518,absurd,-2
5519,yg dipertuan,-3
5520,beling,-1
5521,kesucian,-1
5522,cubit,-3
5523,bobol,-4
5524,lebai,-3
5525,pipis,-2
5526,lirih,-3
5527,rewel,-4
5528,nestapa,-3
5529,amit,-4
5530,nyampah,-4
5531,depresi,-4
5532,dukacita,-3
5533,hembus,-3
5534,boker,-3
5535,rokok,-3
5536,membanjiri,-3
5537,berdarah dingin,-4
5538,manjaan,-3
5539,merogoh,-3
5540,merogok,-3
5541,ditidurin,-4
5542,copot,-3
5543,rosak,-3
5544,terhalang,-3
5545,santet,-5
5546,bergejolak,-3
5547,dilema,-3
5548,apek,-4
5549,gabutuh,-3
5550,sembur,-3
5551,kejam,-4
5552,rontok,-3
5553,menyerah,-4
5554,kesenduan,-2
5555,elegan,-1
5556,penjelmaan,-3
5557,konsekuensi,-3
5558,lapang hati,-1
5559,pajak,-3
5560,yodah,-2
5561,gagal,-4
5562,pasrah,-3
5563,menumbuk,-3
5564,menyisihkan,-2
5565,terajam,-4
5566,tkde,-1
5567,berseberangan,-3
5568,banyol,-3
5569,ria,-3
5570,kesayuan,-2
5571,bermusuhan,-4
5572,pelosok,-3
5573,anjeng,-5
5574,pending,-3
5575,cry,-3
5576,mules,-4
5577,berketar-ketar,-3
5578,keprihatinan,-3
5579,mustahil,-2
5580,komplikasi,-3
5581,persoalan,-3
5582,isukan,-1
5583,anjis,-1
5584,melet,-3
5585,taik,-5
5586,buta hati,-4
5587,kantong tipis,-4
5588,darah,-1
5589,hilaf,-4
5590,ex,-1
5591,anjg,-5
5592,ngeles,-3
5593,godaan,-3
5594,murung,-4
5595,jutekin,-5
5596,merasuk,-3
5597,berkelok-kelok,-2
5598,huhuu,-4
5599,belenggu,-3
5600,merebak,-3
5601,meledak,-4
5602,hayoloh,-3
5603,bisikan,-2
5604,melembung,-3
5605,mengecerkan,-2
5606,bagal,-3
5607,anjlok,-4
5608,haters,-5
5609,gosah,-3
5610,bandar,-4
5611,berdosa,-4
5612,gonggongan (anjing),-3
5613,kgk,-3
5614,nyiksa,-4
